,Gene name,Gene description,dN with Chimpanzee,dS with Chimpanzee,dN/dS with Chimpanzee,dN with Mouse,dS with Mouse,dN/dS with Mouse,present in DrugBank
8229,GM2A,GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367],0.0773,0.0838,0.9224,0.2136,0.8246,0.259,True
8230,WWC2,WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148],0.0102,0.0187,0.5455,0.0728,0.6626,0.1099,False
8231,SOX15,SRY-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11196],0.0018,0.0143,0.1259,0.1435,0.6376,0.2251,False
8232,EMC4,ER membrane protein complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28032],0.0,0.0,,0.0025,0.2991,0.0084,False
8233,CSF2,colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434],0.0061,0.0105,0.581,0.3176,0.6792,0.4676,False
8234,MZT1,mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:HGNC:33830],0.1166,0.1802,0.6471,0.0916,0.5151,0.1778,False
8235,BARX2,BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956],0.0,0.0,,0.0622,0.4863,0.1279,False
8236,CDKN2C,cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789],0.0,0.0,,0.037000000000000005,0.24,0.1542,False
8237,PIAS4,protein inhibitor of activated STAT 4 [Source:HGNC Symbol;Acc:HGNC:17002],0.0023,0.026000000000000002,0.0885,0.0416,1.4445,0.0288,False
8238,EIF4A1,eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282],0.0,0.0,,0.0,0.0,,False
8239,ZSCAN22,zinc finger and SCAN domain containing 22 [Source:HGNC Symbol;Acc:HGNC:4929],0.0047,0.0239,0.1967,0.153,0.7491,0.2042,False
8240,GLRA4,glycine receptor alpha 4 [Source:HGNC Symbol;Acc:HGNC:31715],0.0066,0.0193,0.342,0.0247,0.4251,0.0581,False
8241,MS4A12,membrane spanning 4-domains A12 [Source:HGNC Symbol;Acc:HGNC:13370],0.0201,0.0002,100.5,0.4233,0.5789,0.7312,False
8242,TIAM2,T cell lymphoma invasion and metastasis 2 [Source:HGNC Symbol;Acc:HGNC:11806],0.0038,0.0128,0.2969,0.0827,0.6301,0.1312,False
8243,FAM189A2,family with sequence similarity 189 member A2 [Source:HGNC Symbol;Acc:HGNC:24820],0.0028,0.0075,0.3733,0.0605,0.5386,0.1123,False
8244,C1orf185,chromosome 1 open reading frame 185 [Source:HGNC Symbol;Acc:HGNC:28096],0.0064,0.0255,0.251,0.3224,0.5593,0.5764,False
8245,SLC3A1,solute carrier family 3 member 1 [Source:HGNC Symbol;Acc:HGNC:11025],0.0066,0.004,1.65,0.1091,0.7006,0.1557,True
8246,SPATA32,spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349],0.0076,0.0118,0.6441,0.534,0.7768,0.6874,False
8247,UTY,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked [Source:HGNC Symbol;Acc:HGNC:12638]",0.0085,0.0113,0.7522,0.1103,0.5158,0.2138,False
8248,SH2D5,SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819],0.0,0.0,,0.0643,0.7818,0.0822,False
8249,TGFA,transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765],0.0148,0.0305,0.4852,0.0767,0.5759,0.1332,False
8250,TRIML1,tripartite motif family like 1 [Source:HGNC Symbol;Acc:HGNC:26698],0.0059,0.011000000000000001,0.5364,0.1066,0.873,0.1221,False
8251,NUP155,nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063],0.0023,0.0054,0.4259,0.0266,0.5865,0.0454,False
8252,TMEM45B,transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194],0.0017,0.0174,0.0977,0.1209,0.6521,0.1854,False
8253,RNF11,ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056],0.0,0.0,,0.003,0.1131,0.0265,False
8254,MYL4,myosin light chain 4 [Source:HGNC Symbol;Acc:HGNC:7585],0.0022,0.0079,0.2785,0.0426,0.5521,0.0772,False
8255,MAP3K14,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853],0.0024,0.011000000000000001,0.2182,0.0826,0.5908,0.1398,False
8256,ADM2,adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898],0.0601,0.0521,1.1536,0.2394,0.8322,0.2877,False
8257,LRG1,leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480],0.0043,0.0127,0.3386,0.2725,2.5133,0.1084,False
8258,ARRDC1,arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633],0.0074,0.0391,0.1893,0.0818,0.6538,0.1251,False
8259,SHCBP1,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547],0.0037,0.0031,1.1935,0.1284,0.4823,0.2662,False
8260,B4GALT3,"beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]",0.0013,0.0144,0.0903,0.0166,0.4448,0.0373,True
8261,PLIN5,perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196],0.0118,0.051,0.2314,0.1656,1.4898,0.1112,False
8262,RBSN,"rabenosyn, RAB effector [Source:HGNC Symbol;Acc:HGNC:20759]",0.0043,0.0103,0.4175,0.0919,0.5244,0.1752,False
8263,NACC2,NACC family member 2 [Source:HGNC Symbol;Acc:HGNC:23846],0.002,0.0318,0.0629,0.0342,1.1461,0.0298,False
8264,TMEM143,transmembrane protein 143 [Source:HGNC Symbol;Acc:HGNC:25603],0.0009,0.0073,0.1233,0.0864,0.7958,0.1086,False
8265,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278],0.0021,0.0158,0.1329,0.035,0.5735,0.061,False
8266,VPS4A,vacuolar protein sorting 4 homolog A [Source:HGNC Symbol;Acc:HGNC:13488],0.0,0.0,,0.0041,0.6648,0.0062,False
8267,AC011455.2,novel protein,0.0856,0.2073,0.4129,0.1399,0.9038,0.1548,False
8268,PREPL,prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228],0.0012,0.0095,0.1263,0.045,0.5796,0.0776,False
8269,PPOX,protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280],0.0,0.0,,0.0722,0.4224,0.1709,False
8270,CACNA1B,calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389],0.0107,0.0508,0.2106,0.0352,0.728,0.0484,True
8271,CRISP1,cysteine rich secretory protein 1 [Source:HGNC Symbol;Acc:HGNC:304],0.0053,0.0116,0.4569,0.2671,0.9019,0.2962,False
8272,CHTF8,chromosome transmission fidelity factor 8 [Source:HGNC Symbol;Acc:HGNC:24353],0.0043,0.0,inf,0.0472,0.0761,0.6202,False
8273,C2orf49,chromosome 2 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28772],0.0018,0.0208,0.0865,0.0763,0.5035,0.1515,False
8274,ADPGK,ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250],0.0,0.0,,0.0458,0.3305,0.1386,False
8275,SLC22A4,solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968],0.0042,0.0023,1.8261,0.0799,0.3926,0.2035,True
8276,AC068234.1,novel protein,0.018000000000000002,0.0463,0.3888,0.0612,0.6804,0.0899,False
8277,TAF9B,TATA-box binding protein associated factor 9b [Source:HGNC Symbol;Acc:HGNC:17306],0.0018,0.0173,0.104,0.0474,0.23600000000000002,0.2008,False
8278,ITGB3,integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156],0.0017,0.0159,0.1069,0.0463,0.6411,0.0722,True
8279,DZIP3,DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938],0.0048,0.0057,0.8421,0.0892,0.4347,0.2052,False
8280,KNTC1,kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255],0.0021,0.0061,0.3443,0.111,0.6444,0.1723,False
8281,KYAT3,kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238],0.0049,0.0093,0.5269,0.095,0.5668,0.1676,True
8282,PDLIM4,PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501],0.0,0.0,,0.0468,0.7482,0.0626,False
8283,NIP7,nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328],0.0,0.0,,0.0099,0.8366,0.0118,False
8284,CST6,cystatin E/M [Source:HGNC Symbol;Acc:HGNC:2478],0.0027,0.0,inf,0.179,0.5949,0.3009,False
8285,H1FOO,H1 histone family member O oocyte specific [Source:HGNC Symbol;Acc:HGNC:18463],0.0067,0.0321,0.2087,0.4255,0.9390000000000001,0.4531,False
8286,ATP1B4,ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808],0.0015,0.0026,0.5769,0.057,0.2946,0.1935,False
8287,CYSLTR1,cysteinyl leukotriene receptor 1 [Source:HGNC Symbol;Acc:HGNC:17451],0.0029,0.0165,0.1758,0.0654,0.4135,0.1582,True
8288,KIRREL2,kirre like nephrin family adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:18816],0.0047,0.0149,0.3154,0.0898,0.5015,0.1791,False
8289,TPRKB,TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259],0.004,0.0075,0.5333,0.0881,0.4172,0.2112,False
8290,TMEM245,transmembrane protein 245 [Source:HGNC Symbol;Acc:HGNC:1363],0.0034,0.0109,0.3119,0.0395,0.4141,0.0954,False
8291,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436],0.0021,0.0104,0.2019,0.0494,0.4185,0.118,False
8292,TMED6,transmembrane p24 trafficking protein 6 [Source:HGNC Symbol;Acc:HGNC:28331],0.0022,0.0081,0.2716,0.1304,0.5824,0.2239,False
8293,EFCAB13,EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864],0.1075,0.2083,0.5161,0.4551,0.9558,0.4761,False
8294,RRP36,ribosomal RNA processing 36 [Source:HGNC Symbol;Acc:HGNC:21374],0.0051,0.0335,0.1522,0.1042,0.7440000000000001,0.1401,False
8295,SNTB2,syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169],0.0008,0.008,0.1,0.0172,0.3669,0.0469,False
8296,TMA16,translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638],0.0021,0.0087,0.2414,0.1271,0.5032,0.2526,False
8297,KRT222,keratin 222 [Source:HGNC Symbol;Acc:HGNC:28695],0.0018,0.0063,0.2857,0.0578,0.5845,0.0989,False
8298,SYNGR4,synaptogyrin 4 [Source:HGNC Symbol;Acc:HGNC:11502],0.0073,0.03,0.2433,0.1508,0.9001,0.1675,False
8299,PAX4,paired box 4 [Source:HGNC Symbol;Acc:HGNC:8618],0.0888,0.1347,0.6592,0.121,0.40399999999999997,0.2995,False
8300,P4HA2,prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547],0.0018,0.0114,0.1579,0.0417,0.5564,0.0749,True
8301,DEFB113,defensin beta 113 [Source:HGNC Symbol;Acc:HGNC:18094],0.0299,0.0289,1.0346,0.3432,0.9841,0.3487,False
8302,SAT2,spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160],0.003,0.0,inf,0.1143,0.5066,0.2256,False
8303,FADS6,fatty acid desaturase 6 [Source:HGNC Symbol;Acc:HGNC:30459],0.0282,0.1071,0.2633,0.1032,0.9316,0.1108,False
8304,AC026464.1,novel protein,0.0734,0.0643,1.1415,0.2043,0.6744,0.3029,False
8305,AC073508.2,novel transcript,0.0018,0.0063,0.2857,0.0578,0.5845,0.0989,False
8306,AC026464.4,novel protein,0.0368,0.0709,0.519,0.0135,0.7484,0.018,False
8307,HAS3,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820],0.0,0.0,,0.0132,0.56,0.0236,False
8308,FBXO27,F-box protein 27 [Source:HGNC Symbol;Acc:HGNC:18753],0.0,0.0,,0.1192,0.6675,0.1786,False
8309,CIP2A,cell proliferation regulating inhibitor of protein phosphatase 2A [Source:HGNC Symbol;Acc:HGNC:29302],0.0021,0.0061,0.3443,0.0655,0.4301,0.1523,False
8310,USH1G,USH1 protein network component sans [Source:HGNC Symbol;Acc:HGNC:16356],0.0009,0.0482,0.0187,0.0151,0.7636,0.0198,False
8311,AP1G1,adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555],0.0,0.0,,0.0035,0.2562,0.0137,False
8312,ECPAS,Ecm29 proteasome adaptor and scaffold [Source:HGNC Symbol;Acc:HGNC:29020],0.0024,0.0121,0.1983,0.0216,0.4127,0.0523,False
8313,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]",0.0,0.0,,0.0128,0.3204,0.04,False
8314,PNMA8C,PNMA family member 8C [Source:HGNC Symbol;Acc:HGNC:53427],0.0022,0.0201,0.1095,0.1481,0.9864,0.1501,False
8315,FBXO17,F-box protein 17 [Source:HGNC Symbol;Acc:HGNC:18754],0.0,0.0,,0.0801,0.8291,0.0966,False
8316,COG8,component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623],0.0008,0.0142,0.0563,0.0637,0.6235,0.1022,False
8317,SENP3-EIF4A1,SENP3-EIF4A1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49182],0.0009,0.0112,0.0804,0.0216,0.3577,0.0604,False
8318,SLC12A2,solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911],0.0019,0.013000000000000001,0.1462,0.031,0.4008,0.0773,True
8319,SENP3,SUMO specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:17862],0.0008,0.0062,0.129,0.0244,0.34299999999999997,0.0711,False
8320,GSS,glutathione synthetase [Source:HGNC Symbol;Acc:HGNC:4624],0.001,0.0097,0.1031,0.0645,0.3463,0.1863,True
8321,MDK,midkine [Source:HGNC Symbol;Acc:HGNC:6972],0.0,0.0,,0.0529,0.5982,0.0884,False
8322,CNBD2,cyclic nucleotide binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16145],0.013000000000000001,0.0122,1.0656,0.2471,0.6531,0.3783,False
8323,KLHL33,kelch like family member 33 [Source:HGNC Symbol;Acc:HGNC:31952],0.0029,0.0166,0.1747,0.0906,0.456,0.1987,False
8324,PANK1,pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598],0.0042,0.0216,0.1944,0.0845,0.4588,0.1842,False
8325,TERF2,telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729],0.0017,0.006999999999999999,0.2429,0.0793,0.3297,0.2405,False
8326,DCTN5,dynactin subunit 5 [Source:HGNC Symbol;Acc:HGNC:24594],0.0,0.0,,0.0026,0.3443,0.0076,False
8327,TFB1M,"transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]",0.0014,0.0132,0.1061,0.0869,0.4466,0.1946,False
8328,GP1BA,glycoprotein Ib platelet subunit alpha [Source:HGNC Symbol;Acc:HGNC:4439],0.0266,0.0488,0.5451,0.3462,0.6667,0.5193,True
8329,IGSF11,immunoglobulin superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:16669],0.0035,0.0099,0.3535,0.0581,0.4892,0.1188,False
8330,MCM5,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948],0.0017,0.016,0.1062,0.02,0.7811,0.0256,False
8331,CHRNE,cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966],0.0043,0.0251,0.1713,0.0617,1.0028,0.0615,True
8332,RABGEF1,RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676],0.0,0.0,,0.0191,0.6611,0.0289,False
8333,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883],0.002,0.0399,0.0501,0.0657,1.0866,0.0605,False
8334,EBF4,EBF family member 4 [Source:HGNC Symbol;Acc:HGNC:29278],0.0027,0.0321,0.0841,0.0218,0.5534,0.0394,False
8335,HCAR3,hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824],0.052000000000000005,0.16699999999999998,0.3114,0.1236,0.9620000000000001,0.1285,True
8336,HCAR2,hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827],0.1351,0.302,0.4474,0.1037,0.9301,0.1115,True
8337,FXR2,FMR1 autosomal homolog 2 [Source:HGNC Symbol;Acc:HGNC:4024],0.0008,0.0015,0.5333,0.0084,0.3764,0.0223,False
8338,OR51L1,olfactory receptor family 51 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:14759],0.006999999999999999,0.0058,1.2069,0.0541,0.5799,0.0933,False
8339,HCAR1,hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532],0.005,0.018000000000000002,0.2778,0.1117,0.9067,0.1232,False
8340,APLP1,amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597],0.0035,0.0179,0.1955,0.0521,0.5286,0.0986,True
8341,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708],0.001,0.0029,0.3448,0.0417,0.3848,0.1084,True
8342,MAGEB16,MAGE family member B16 [Source:HGNC Symbol;Acc:HGNC:21188],0.0163,0.0147,1.1088,0.4034,1.0732,0.3759,False
8343,MINK1,misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565],0.0131,0.0358,0.3659,0.0118,0.4745,0.0249,True
8344,CLDN20,claudin 20 [Source:HGNC Symbol;Acc:HGNC:2042],0.0,0.0,,0.1557,0.5426,0.287,False
8345,DENR,density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769],0.0,0.0,,0.0163,0.3947,0.0413,False
8346,CHKB,choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938],0.0011,0.015,0.0733,0.0712,0.5849,0.1217,False
8347,PDF,"peptide deformylase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30012]",0.0051,0.0231,0.2208,0.1395,1.6916,0.0825,False
8348,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]",0.0,0.0,,0.0408,0.3688,0.1106,False
8349,PNMA8A,PNMA family member 8A [Source:HGNC Symbol;Acc:HGNC:25578],0.0577,0.08800000000000001,0.6557,0.2257,0.8154,0.2768,False
8350,MAP3K3,mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855],0.0,0.0,,0.0162,0.4323,0.0375,True
8351,MMP27,matrix metallopeptidase 27 [Source:HGNC Symbol;Acc:HGNC:14250],0.0061,0.0135,0.4519,0.1382,0.5202,0.2657,False
8352,DERPC,DERPC proline and glycine rich nuclear protein [Source:HGNC Symbol;Acc:HGNC:54084],0.0039,0.011000000000000001,0.3545,0.0715,0.2854,0.2505,False
8353,OTOP2,otopetrin 2 [Source:HGNC Symbol;Acc:HGNC:19657],0.0075,0.0436,0.172,0.0741,0.9882,0.075,False
8354,UTP4,UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983],0.0015,0.005,0.3,0.051,0.4273,0.1194,False
8355,EIF2S3B,eukaryotic translation initiation factor 2 subunit gamma B [Source:HGNC Symbol;Acc:HGNC:43863],0.0049,0.0111,0.4414,0.0442,0.5537,0.0798,False
8356,RCBTB1,RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243],0.0,0.0,,0.0211,0.4502,0.0469,False
8357,OTOP3,otopetrin 3 [Source:HGNC Symbol;Acc:HGNC:19658],0.0131,0.0375,0.3493,0.1144,0.9571,0.1195,False
8358,AKAP6,A-kinase anchoring protein 6 [Source:HGNC Symbol;Acc:HGNC:376],0.004,0.0095,0.4211,0.1068,0.53,0.2015,False
8359,KLHL38,kelch like family member 38 [Source:HGNC Symbol;Acc:HGNC:34435],0.0077,0.0285,0.2702,0.0831,0.7231,0.1149,False
8360,CCDC62,coiled-coil domain containing 62 [Source:HGNC Symbol;Acc:HGNC:30723],0.0042,0.0113,0.3717,0.1309,0.7518,0.1741,False
8361,EHMT1,euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650],0.1124,0.353,0.3184,0.0582,0.7755,0.075,False
8362,LPAR4,lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478],0.0014,0.0026,0.5385,0.0078,0.4488,0.0174,False
8363,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220],0.0039,0.009000000000000001,0.4333,0.0483,0.4704,0.1027,False
8364,ROPN1L,rhophilin associated tail protein 1 like [Source:HGNC Symbol;Acc:HGNC:24060],0.0087,0.0138,0.6304,0.134,0.7121,0.1882,False
8365,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416],0.0031,0.0172,0.1802,0.1519,0.655,0.2319,False
8366,ARL11,ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046],0.0045,0.0227,0.1982,0.0781,0.6655,0.1174,False
8367,CHRM4,cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953],0.0,0.0,,0.0184,0.6373,0.0289,True
8368,NOXRED1,NADP dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20487],0.0058,0.0112,0.5179,0.2784,0.5161,0.5394,False
8369,FCER1G,Fc fragment of IgE receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611],0.2517,0.2694,0.9343,0.0647,0.3251,0.199,True
8370,SPEG,striated muscle enriched protein kinase [Source:HGNC Symbol;Acc:HGNC:16901],0.0035,0.0174,0.2011,0.0448,0.5437,0.0824,False
8371,P2RY10,P2Y receptor family member 10 [Source:HGNC Symbol;Acc:HGNC:19906],0.0043,0.0034,1.2647,0.0782,0.5194,0.1506,False
8372,ELP3,elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696],0.0009,0.0123,0.0732,0.0294,0.5598,0.0525,False
8373,MRPL11,mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042],0.0,0.0,,0.0669,0.5362,0.1248,False
8374,NRN1L,neuritin 1 like [Source:HGNC Symbol;Acc:HGNC:29811],0.0125,0.006,2.0833,0.1307,0.8304,0.1574,False
8375,TACC1,transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522],0.0016,0.0111,0.1441,0.1498,0.5838,0.2566,False
8376,PLP1,proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086],0.0,0.0,,0.0,0.0,,False
8377,GPR174,G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245],0.0032,0.0056,0.5714,0.0599,0.4458,0.1344,False
8378,EDC4,enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157],0.0014,0.0161,0.087,0.0233,0.4991,0.0467,False
8379,EMG1,EMG1 N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:HGNC:16912],0.0043,0.008,0.5375,0.0652,0.5512,0.1183,False
8380,PARP4,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271],0.0099,0.0125,0.792,0.2785,0.7927,0.3513,False
8381,APOA2,apolipoprotein A2 [Source:HGNC Symbol;Acc:HGNC:601],0.0148,0.0117,1.265,0.2848,0.5729,0.4971,True
8382,B3GALT2,"beta-1,3-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:917]",0.0139,0.0428,0.3248,0.0258,0.4468,0.0577,False
8383,EBPL,EBP like [Source:HGNC Symbol;Acc:HGNC:18061],0.0048,0.0053,0.9057,0.1602,0.4762,0.3364,False
8384,CDC73,cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783],0.0,0.0,,0.0,0.0,,False
8385,CATSPER1,cation channel sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116],0.0062,0.0142,0.4366,0.4269,1.4181,0.301,False
8386,RNF20,ring finger protein 20 [Source:HGNC Symbol;Acc:HGNC:10062],0.0,0.0,,0.0096,0.5343,0.018,False
8387,CPT1B,carnitine palmitoyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:2329],0.0029,0.0058,0.5,0.0665,0.6429,0.1034,False
8388,MS4A13,membrane spanning 4-domains A13 [Source:HGNC Symbol;Acc:HGNC:16674],0.0152,0.0086,1.7674,0.3091,0.7292,0.4239,False
8389,AP002748.5,novel protein,0.0224,0.0305,0.7344,0.0588,0.6224,0.0945,False
8390,TMEM185B,transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896],0.005,0.0238,0.2101,0.0196,0.564,0.0348,False
8391,XKR8,XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508],0.0034,0.011000000000000001,0.3091,0.2132,0.8522,0.2502,False
8392,BBOF1,basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855],0.0032,0.013000000000000001,0.2462,0.1352,0.4473,0.3023,False
8393,DPP3,dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008],0.003,0.0173,0.1734,0.0365,0.6169,0.0592,False
8394,NPHS1,"NPHS1 adhesion molecule, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]",0.0033,0.024,0.1375,0.1003,0.6487,0.1546,False
8395,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244],0.0011,0.0042,0.2619,0.0702,0.3931,0.1786,False
8396,ITM2A,integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173],0.0,0.0,,0.0225,0.4962,0.0453,False
8397,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038],0.0071,0.0212,0.3349,0.0916,0.7434,0.1232,False
8398,FAM161B,FAM161 centrosomal protein B [Source:HGNC Symbol;Acc:HGNC:19854],0.0045,0.0187,0.2406,0.1221,0.5658,0.2158,False
8399,ABI2,abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011],0.0,0.0,,0.0088,0.2423,0.0363,False
8400,LRRN3,leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200],0.0,0.0,,0.0637,0.4834,0.1318,False
8401,HIP1R,huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415],0.002,0.0234,0.0855,0.0444,0.9341,0.0475,False
8402,DGAT2L6,diacylglycerol O-acyltransferase 2 like 6 [Source:HGNC Symbol;Acc:HGNC:23250],0.0063,0.0029,2.1724,0.1779,0.4765,0.3733,False
8403,CMTR1,cap methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21077],0.0,0.0,,0.0509,0.5508,0.0924,True
8404,PTGR2,prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149],0.0,0.0,,0.0744,0.5697,0.1306,True
8405,HOXC13,homeobox C13 [Source:HGNC Symbol;Acc:HGNC:5125],0.0,0.0,,0.005,0.4999,0.01,False
8406,IMMP2L,inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598],0.003,0.0,inf,0.0474,0.3765,0.1259,False
